"genus_id","scientific_name","character_id","character","state","confidence","in_matrix","source","source_url","evidence"
"tapinoma","Tapinoma","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Tapinoma","T. erraticum ""dark brown to black""; T. nigerrimum ""blackish brown"""
"brachyponera","Brachyponera","gen-21","Cuticle colour","2;4","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Brachyponera","B. chinensis ""brown/black body, yellowish-brown appendages"" (appendage contrast, not tagmata)"
"brachyponera","Brachyponera","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Brachyponera","B. chinensis ""brown/black body, yellowish-brown appendages"" (appendage contrast, not tagmata)"
"cryptopone","Cryptopone","gen-21","Cuticle colour","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Cryptopone","C. ochracea ""body uniformly yellow"""
"cryptopone","Cryptopone","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Cryptopone","C. ochracea ""body uniformly yellow"""
"hypoponera","Hypoponera","gen-21","Cuticle colour","0;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Hypoponera","H. abeillei ""light brownish yellow""; H. eduardi ""dark brown to almost black"" (concolorous, size-variable)"
"hypoponera","Hypoponera","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Hypoponera","H. abeillei ""light brownish yellow""; H. eduardi ""dark brown to almost black"" (concolorous, size-variable)"
"ponera","Ponera","gen-21","Cuticle colour","1;2","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Ponera","P. coarctata ""light golden brown to dark reddish mahogany / brown to dark brown"""
"ponera","Ponera","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Ponera","P. coarctata ""light golden brown to dark reddish mahogany / brown to dark brown"""
"stigmatomma","Stigmatomma","gen-21","Cuticle colour","0;1;2","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Stigmatomma","S. denticulatum ""yellow to rusty yellow""; S. impressifrons ""rusty yellow to greyish brown"""
"stigmatomma","Stigmatomma","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Stigmatomma","S. denticulatum ""yellow to rusty yellow""; S. impressifrons ""rusty yellow to greyish brown"""
"leptanilla","Leptanilla","gen-21","Cuticle colour","0","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Leptanilla","genus ""minute and pale, subterranean"" (qualitative); L. revelierii not species-sourced"
"leptanilla","Leptanilla","gen-27","Colour pattern","0","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Leptanilla","genus ""minute and pale, subterranean"" (qualitative); L. revelierii not species-sourced"
"proceratium","Proceratium","gen-21","Cuticle colour","0;1;2;4","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Proceratium","genus ""yellowish light brown, reddish-brown, dark brown or black; legs concolorous or lighter"""
"proceratium","Proceratium","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Proceratium","genus ""yellowish light brown, reddish-brown, dark brown or black; legs concolorous or lighter"""
"proceratium","Proceratium","gen-47","Second gastral tergite","1","high","yes","MacGown 2025, Key to the Subfamilies of Formicidae (worker caste), USA (Mississippi Entomological Museum #2025-02); corrob. Baroni Urbani & de Andrade 2003","https://mississippientomologicalmuseum.org.msstate.edu/Researchtaxapages/Formicidaepages/ant.publications/Ant_Key_subfamilies_USA.pdf","Global autapomorphy. ""abdominal tergite IV greatly enlarged, strongly arched ... forms the rearmost part of the abdomen and covers abdominal tergites V-VI"" — used as the sole discriminant of Proceratiinae; all other 41 Italian genera coded 0 on the exclusivity claim"
"stigmatomma","Stigmatomma","gen-48","Clypeal margin denticulation","1","high","yes","MacGown 2025 (Fig. 3A); Esteves & Fisher 2016, Taxonomic revision of Stigmatomma (Malagasy region), Biodiversity Data Journal 4: e8032","https://pmc.ncbi.nlm.nih.gov/articles/PMC4934140/","Global autapomorphy. ""Anterior clypeal margin armed with single row of dentiform setae""; MacGown Fig 3A ""Anterior portion of clypeus denticulate""; all other 41 Italian genera coded 0"
"leptanilla","Leptanilla","gen-49","Frontal lobes and antennal insertions","1","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), p. 150","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","Global autapomorphy. ""antennal sockets close to or at anterior margin of head. Antennal sockets horizontal, fully exposed"" (leptanillomorph subfamilies); frontal lobes absent; all other 41 Italian genera coded 0"
"plagiolepis","Plagiolepis","gen-26","Eye development","1","medium","yes","docs/worker-morphology-generi.md (AntWiki-sourced)","","Genus field ""presenti, piccoli"" -> small eyes (state 1)"
"stenamma","Stenamma","gen-26","Eye development","1","medium","yes","Branstetter 2009 via sources/antwiki/genera/Stenamma.wikitext","","""small to moderate in size, usually with 2-12 ommatidia"" -> predominantly small (state 1)"
"colobopsis","Colobopsis","gen-26","Eye development","1","medium","yes","Ward et al. 2016 via sources/antwiki/genera/Colobopsis.wikitext","","""relatively small eyes, REL 0.20-0.32"" -> small (state 1)"
"strongylognathus","Strongylognathus","gen-26","Eye development","2","high","yes","docs/worker-morphology-generi.md","","Eyes ""0-1 ommatidia"" -> vestigial (state 2)"
"stigmatomma","Stigmatomma","gen-26","Eye development","2","high","yes","docs/worker-morphology-generi.md","","""assenti o ridottissimi (una sola ommatidia)"" -> state 2"
"proceratium","Proceratium","gen-26","Eye development","2","high","yes","docs/worker-morphology-generi.md","","""assenti o ridottissimi"" -> state 2"
"leptanilla","Leptanilla","gen-26","Eye development","2","high","yes","Bolton 2003 Synopsis p.150; docs/worker-morphology-generi.md","","""Eyes absent"" -> state 2"
"solenopsis","Solenopsis","gen-26","Eye development","?","low","yes","sources/antwiki/genera/Solenopsis.wikitext + primary lit","","Corpus genus range ""11-100 ommatidia"" (state 0) conflicts with reduced eyes of Italian S. fugax group -> left ? pending species-level check"
"strumigenys","Strumigenys","gen-26","Eye development","?","low","yes","sources/antwiki/genera/Strumigenys.wikitext","","Bimodal genus-world field ""1;11-100""; no eye description for the 4 Italian species in corpus -> unresolved"
"nylanderia","Nylanderia","gen-18","Gaster shape","0","high","yes","sources/antwiki/genera/Nylanderia.wikitext (Worker)","","""Gaster large and oval shaped, becoming pointed distally towards acidopore"" -> oval (0)"
"__all_others__","(Ponerinae/Dolichoderinae/Formicinae)","gen-18","Gaster shape","0","high","yes","Bolton 2003 Synopsis, Formicinae Diagnosis note (2), p.20-21","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","Exclusion: the reflexed/cordiform gaster is unique in Formicidae to Oecophylla, Crematogaster and Recurvidris; none of the 19 other coded genera qualify -> oval (0)"
"colobopsis","Colobopsis","gen-20","Soldier caste","1","high","yes","docs/worker-morphology-generi.md (AntWiki-sourced)","","""polimorfico; operaie maggiori con testa troncata usata per phragmosis"" -> discrete soldier caste (1)"
"camponotus","Camponotus","gen-20","Soldier caste","0","medium","yes","docs/worker-morphology-generi.md","","Field ""polimorfico"" but continuous allometric polymorphism, not a discrete hypertrophic soldier -> 0"
"__subfamily_rule__","(Myrmicinae, 19 genera)","gen-50","Waist segments","1","high","yes","Bolton 2003, Synopsis, myrmicomorph subfamilies Diagnosis, printed p.50 [Synopsis p.181]","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","""Waist of two segments (petiole plus postpetiole) (note 7)"" — Myrmicinae inherits the myrmicomorph group diagnosis"
"leptanilla","Leptanilla","gen-50","Waist segments","1","high","yes","Bolton 2003, Synopsis, SUBFAMILY LEPTANILLINAE Diagnosis [Synopsis p.151]","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","""Waist of two segments (petiole plus postpetiole) in worker, of 1 or 2 in queen (note 1)."""
"__subfamily_rule__","(Formicinae 11 + Dolichoderinae 5)","gen-50","Waist segments","0","high","yes","Bolton 2003, Synopsis, formicomorph subfamilies Diagnosis, printed p.17 [Synopsis p.79]","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","""Waist of one segment, the petiole, with complete tergosternal fusion (note 5)"""
"__subfamily_rule__","(Ponerinae 4 + Stigmatomma + Proceratium)","gen-50","Waist segments","0","high","yes","Bolton 2003, Synopsis, poneromorph subfamilies Diagnosis, printed p.41 [Synopsis p.153]","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","""Waist of one segment (petiole) that is separated posteriorly from abdominal segment III (first gastral) at least by a constriction (note 1)."" NB Bolton notes a few Proceratiini species are ""sub-postpetiolate"", but no diagnosis ever calls it a postpetiole -> Proceratium stays 1 segment"
"proceratium","Proceratium","gen-16","Postpetiole, dorsal view","-","high","yes","Bolton 2003, poneromorph Diagnosis p.41","","Correction: was state '0'. Proceratium has no postpetiole, so a postpetiole-only character is structurally inapplicable"
"proceratium","Proceratium","gen-17","Postpetiole articulation","-","high","yes","Bolton 2003, poneromorph Diagnosis p.41","","Correction: was state '1'. Same rationale as gen-16"
"aphaenogaster","Aphaenogaster","gen-7","Mandibular teeth count","3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 7-16 (masticatory margin; Bolton basal parenthetical excluded)"
"cardiocondyla","Cardiocondyla","gen-7","Mandibular teeth count","2","high","yes","Seifert 2003 / Eguchi et al. 2011","","""mandible triangular, with 5 teeth""; Bolton TDC 5 agrees. Supersedes the prior gen-7 row (old bin scheme)."
"crematogaster","Crematogaster","gen-7","Mandibular teeth count","2","high","yes","Eguchi et al. 2011","","""masticatory margin oblique, with 4 teeth"" (some spp. 4-5); Bolton TDC 4-5. Supersedes the prior gen-7 row (old bin scheme)."
"formicoxenus","Formicoxenus","gen-7","Mandibular teeth count","2|3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 5-6"
"harpagoxenus","Harpagoxenus","gen-7","Mandibular teeth count","0","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 0 (fully edentate); Italian/European species edentate"
"leptothorax","Leptothorax","gen-7","Mandibular teeth count","2|3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 5-6 (6 usual)"
"manica","Manica","gen-7","Mandibular teeth count","4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 10-16"
"messor","Messor","gen-7","Mandibular teeth count","3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 6-18 (multidentate minors to near-edentate majors); honest multi-state spans {3,4}"
"monomorium","Monomorium","gen-7","Mandibular teeth count","1|2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 3-5 (inquiline 2 excluded as aberrant)"
"myrmecina","Myrmecina","gen-7","Mandibular teeth count","3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 7-9"
"myrmica","Myrmica","gen-7","Mandibular teeth count","3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 6-10"
"oxyopomyrmex","Oxyopomyrmex","gen-7","Mandibular teeth count","3","high","yes","Salata & Borowiec 2015","","""mandible striate, with 7-8 teeth"" (O. saulcyi, only Italian sp.); supersedes Bolton TDC 6-7 (same bin). Supersedes the prior gen-7 row (old bin scheme)."
"pheidole","Pheidole","gen-7","Mandibular teeth count","1|2|3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC minor 8-18 + major/queen 3-7 united = 3-18; strongly dimorphic (P. pallidula) -> honest multi-state {1,2,3,4}, non-informative by design"
"solenopsis","Solenopsis","gen-7","Mandibular teeth count","1|2","high","yes","Sharaf, Aldawood & Taylor 2012","","""tri or quadridentate"" = 3-4; Bolton TDC 3-4 agrees. Supersedes the prior gen-7 row (old bin scheme)."
"stenamma","Stenamma","gen-7","Mandibular teeth count","3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 6-9 (Bolton ""(0,1)"" = basal margin, excluded)"
"strongylognathus","Strongylognathus","gen-7","Mandibular teeth count","0","high","yes","Lapeva-Gjonova & Radchenko 2021","","""falcate, toothless mandibles ... only the apical present""; Bolton TDC 1 (falcate) -> bin 0. Supersedes the prior gen-7 row (old bin scheme)."
"strumigenys","Strumigenys","gen-7","Mandibular teeth count","3|4","high","yes","Hamer/Marquis/Guenard 2021; Loulakis 2025; Borowiec & Salata 2025","","Italian spp.: argiola ~6, membranifera 12, baudueri ""total dental count of 12-14"" -> 6-14. CONFLICT: supersedes Bolton world TDC 2-6, which undercounts the Italian fauna. Supersedes the prior gen-7 row (old bin scheme)."
"temnothorax","Temnothorax","gen-7","Mandibular teeth count","2|3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 5-6 (5 usual)"
"tetramorium","Tetramorium","gen-7","Mandibular teeth count","3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 6-11"
"cryptopone","Cryptopone","gen-7","Mandibular teeth count","3","high","yes","Csosz 2003; Borowiec & Salata 2022","","C. ochraceum ""6-8 more or less similar teeth""; both European sources concordant"
"hypoponera","Hypoponera","gen-7","Mandibular teeth count","3|4","high","yes","Bolton & Fisher 2011, Zootaxa 2843","","""Masticatory margin of mandible with 7 to about 18 teeth and denticles in total""; Bolton TDC 7-18 agrees"
"ponera","Ponera","gen-7","Mandibular teeth count","4","high","yes","Csosz & Seifert 2003","","P. coarctata/testacea (Italian) ""3 apical teeth ... followed by a regular series of 9-14 minute denticles"" = 12-17. CONFLICT: supersedes Bolton world TDC 7-13"
"bothriomyrmex","Bothriomyrmex","gen-7","Mandibular teeth count","2|3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 5-6 teeth"" (genus diagnosis); doc value ""0"" was unsupported"
"dolichoderus","Dolichoderus","gen-7","Mandibular teeth count","2|3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","D. quadripunctatus (only Italian sp.) ""mandibles with 5-6 teeth"". CONFLICT: supersedes Bolton world TDC 9-30(+) (tropical polymorphic spp.)"
"linepithema","Linepithema","gen-7","Mandibular teeth count","4","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","L. humile (only Italian sp.) ""mandibles with 12-18 teeth"""
"liometopum","Liometopum","gen-7","Mandibular teeth count","3|4","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","L. microcephalum ""7-10 teeth along masticatory margin"" (basal-margin teeth excluded)"
"tapinoma","Tapinoma","gen-7","Mandibular teeth count","2|3|4","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1; Bolton 2003","","""Total number of dents 5-20(+)""; Bolton TDC 5-20(+) agrees"
"camponotus","Camponotus","gen-7","Mandibular teeth count","2|3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 4-9"
"cataglyphis","Cataglyphis","gen-7","Mandibular teeth count","2|3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 5-7 teeth""; Bolton TDC 5-7 agrees"
"colobopsis","Colobopsis","gen-7","Mandibular teeth count","2|3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 4-9 via Camponotus (Colobopsis was a Camponotus synonym until Ward et al. 2016)"
"formica","Formica","gen-7","Mandibular teeth count","3|4","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 7-10 teeth""; Bolton TDC 7-10 agrees"
"lasius","Lasius","gen-7","Mandibular teeth count","3|4","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, Total Dental Count appendix","docs/references/Bolton_2003_Synopsis_Classification_Formicidae.pdf","TDC 6-10 (basal parenthetical excluded)"
"lepisiota","Lepisiota","gen-7","Mandibular teeth count","2|3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 5-6 teeth, tooth 3 smaller than tooth 4"""
"plagiolepis","Plagiolepis","gen-7","Mandibular teeth count","2","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 5 teeth, tooth 3 smaller than tooth 4"""
"polyergus","Polyergus","gen-7","Mandibular teeth count","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1; Bolton 2003","","P. rufescens (Italian) ""mandibles sickle-shaped, without denticles""; Bolton TDC 1 (falcate) -> bin 0"
"prenolepis","Prenolepis","gen-7","Mandibular teeth count","3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 6-7 teeth"""
"stigmatomma","Stigmatomma","gen-7","Mandibular teeth count","3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","S. denticulatum/impressifrons: anatomical teeth (bidentate teeth counted as one unit, per user convention) ~7-9; Bolton (as Amblyopone, aggregate) TDC 4-16 not representative"
"proceratium","Proceratium","gen-7","Mandibular teeth count","2|3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","P. algiricum ""3-4 denticles + apical tooth"" = 4-5; P. melinum ""4-5 denticles + apical"" = 5-6 -> 4-6 (Italian spp. only; P. numidicum absent from Italy excluded)"
"leptanilla","Leptanilla","gen-7","Mandibular teeth count","2","high","yes","Griebenow 2024","","L. poggii (only Italian sp.) keys as four teeth = 4. Supersedes the prior gen-7 row (old bin scheme)."
"nylanderia","Nylanderia","gen-7","Mandibular teeth count","3","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1; AntWiki/LaPolla et al.","","comparative note p.244 ""in members of Nylanderia mandible is unsculptured, with 6-7 teeth"" + 6 concordant AntWiki statements; the p.240 diagnosis ""5-6"" is a copy-paste of the Lepisiota diagnosis (refuso)"
"paratrechina","Paratrechina","gen-7","Mandibular teeth count","2","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mandibles with 5 teeth"" (P. longicornis, only Italian sp.)"
"brachyponera","Brachyponera","gen-7","Mandibular teeth count","3","high","yes","Chen et al. 2025","chiavi-dicotomiche/C-2025-Brachyponera-Brachyponera luteipes.pdf","B. chinensis (Italian exotic) ""mandible triangular with nine teeth"" = 9. Bolton had it under Pachycondyla (polyphyletic wastebasket), unusable"
"camponotus","Camponotus","gen-45","Scape erect macrosetae","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis has no distinct erect scape macrosetae; scape pubescence appressed to suberect (not erect macrosetae) p.57-58"
"cataglyphis","Cataglyphis","gen-45","Scape erect macrosetae","0|1","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""antennal scape ... sometimes with projected setae""; varies by species (C. hellenica erect setae vs C. cretica lacking) p.137-138"
"colobopsis","Colobopsis","gen-45","Scape erect macrosetae","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","C. truncata ""Scape ... erected setae absent"" (both worker castes) p.150"
"formica","Formica","gen-45","Scape erect macrosetae","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis ""antennal scape ... without projected setae"" p.152"
"lasius","Lasius","gen-45","Scape erect macrosetae","0|1","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","varies by subgenus: L. niger/platythorax group ""scape ... lacking erected setae"" (=0); L. emarginatus/illyricus ""with erected setae"" (=1) p.183-184,194"
"lepisiota","Lepisiota","gen-45","Scape erect macrosetae","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis ""antennal scape very long, without projected setae"" p.224"
"plagiolepis","Plagiolepis","gen-45","Scape erect macrosetae","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis ""antennal scape short, without projected setae"" p.245"
"polyergus","Polyergus","gen-45","Scape erect macrosetae","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis ""antennal scape elongate ... without projected setae"" p.253"
"camponotus","Camponotus","gen-46","Mesonotal constriction","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","promesonotal suture / mesonoto-propodeal impression present, but not the rugose constriction immediately behind the pronotum required by this character p.57-58"
"cataglyphis","Cataglyphis","gen-46","Mesonotal constriction","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mesothorax softly constricted in the middle"" — mid-mesothorax, not immediately behind pronotum, no rugae p.137"
"colobopsis","Colobopsis","gen-46","Mesonotal constriction","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","multiple camponotine sutures/concavities, not the single rugose constriction p.149-150"
"formica","Formica","gen-46","Mesonotal constriction","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mesothorax moderately constricted in its anterior half""; not the Prenolepis-group ""immediately behind the pronotum"" rugose type; not Prenolepis-group p.152"
"lasius","Lasius","gen-46","Mesonotal constriction","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""promesonotal suture present, shallow"" — no deep rugose mesonotal constriction p.183"
"lepisiota","Lepisiota","gen-46","Mesonotal constriction","?","low","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mesothorax strongly constricted immediately behind the pronotum"" (p.224) — the constriction is present (homoplastic outside the Prenolepis group!) but the longitudinal rugae required by this character are not confirmed in the source -> left ? rather than asserting them"
"plagiolepis","Plagiolepis","gen-46","Mesonotal constriction","0","high","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","genus diagnosis ""mesothorax not constricted in its anterior half"" p.245"
"polyergus","Polyergus","gen-46","Mesonotal constriction","0","medium","yes","Borowiec & Salata 2022, A Monographic Review of Ants of Greece Vol.1","","""mesothorax constricted in its anterior half"" (Formicini pattern), not the Prenolepis-group rugose type p.253"
"aphaenogaster","Aphaenogaster","gen-13","Metatibial spur","0","high","yes","Bolton 2003, Synopsis and Classification of Formicidae, App. 2","","SF 1s,1s; 0,0 — metatibial spur simple or absent"
"cardiocondyla","Cardiocondyla","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"crematogaster","Crematogaster","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent (corrects the earlier ""1 simple, dedotto"")"
"formicoxenus","Formicoxenus","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"harpagoxenus","Harpagoxenus","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"leptothorax","Leptothorax","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"manica","Manica","gen-13","Metatibial spur","1","high","yes","Borowiec & Salata 2025, Ants of Greece Vol.2 Part 1, p.179; Bolton 1994 p.87","","""tibial spurs of middle and hind legs pectinate"" (Greece 2025); Bolton 1994 ""usually pectinate, rarely simple or absent"" (overrides Bolton 2003 SF 1s-p)"
"messor","Messor","gen-13","Metatibial spur","0","high","yes","Bolton 1982 (quoted in AntWiki); Bolton 2003 App. 2 SF 1s-b,1s-p; 0,0","","""Spurs on posterior tibiae varying from very feebly pectinate through partially barbate and minutely barbulate to simple"" — genuinely intermediate → states 0 and 1"
"messor","Messor","gen-13","Metatibial spur","1","high","yes","Bolton 1982 (quoted in AntWiki); Bolton 2003 App. 2 SF 1s-b,1s-p; 0,0","","""Spurs on posterior tibiae varying from very feebly pectinate through partially barbate and minutely barbulate to simple"" — genuinely intermediate → states 0 and 1"
"monomorium","Monomorium","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent (simple or absent)"
"myrmecina","Myrmecina","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"myrmica","Myrmica","gen-13","Metatibial spur","0","high","yes","Bolton 2003 App. 2 SF 1s-p,1s-p; 0,0; Borowiec & Salata 2025 Vol.2 p.277","","intermediate/variable: ""often reduced to some remnants, never pectinate"" (M. tulinae) vs ""distinct, pectinate"" (M. sabuleti) → states 0 and 1"
"myrmica","Myrmica","gen-13","Metatibial spur","1","high","yes","Bolton 2003 App. 2 SF 1s-p,1s-p; 0,0; Borowiec & Salata 2025 Vol.2 p.277","","intermediate/variable: ""often reduced to some remnants, never pectinate"" (M. tulinae) vs ""distinct, pectinate"" (M. sabuleti) → states 0 and 1"
"oxyopomyrmex","Oxyopomyrmex","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 1s,1s; 0,0 — metatibial spur simple or absent (replaces the ""dedotto"" inference)"
"pheidole","Pheidole","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent"
"solenopsis","Solenopsis","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 1s,1s; 0,0 — metatibial spur simple or absent (replaces the ""dedotto"" inference)"
"stenamma","Stenamma","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 1s,1s; 0,0 — metatibial spur simple or absent"
"strongylognathus","Strongylognathus","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 1s,1s — metatibial spur simple"
"strumigenys","Strumigenys","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent (overturns the doc's ""2 spurs"", which cited a non-European African guide)"
"temnothorax","Temnothorax","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 0,0 — metatibial spur absent (confirms the ""dedotto"" value)"
"tetramorium","Tetramorium","gen-13","Metatibial spur","0","high","yes","Bolton 2003, App. 2","","SF 1s,1s; 0,0 — metatibial spur simple or absent"
"brachyponera","Brachyponera","gen-13","Metatibial spur","2","high","yes","Schmidt & Shattuck 2014 (Ponerinae revision), quoted in AntWiki Brachyponera","","""metatibiae with two spurs""; ""Metatibial spur formula (1s, 1p)"" — two spurs, overturns the earlier single-pectinate coding"
